onset	duration	run_number	trial_number	task	fixation_location	pursuit_amplitude	pursuit_angle	image_id
89454.50645	7.9931438	3	1	1	13	n/a	n/a	n/a
89462.50794	1.591903889	3	2	2	5	n/a	n/a	n/a
89464.10817	1.591914878	3	3	2	10	n/a	n/a	n/a
89465.70843	1.591906033	3	4	2	22	n/a	n/a	n/a
89467.30867	1.591912878	3	5	2	24	n/a	n/a	n/a
89468.90892	1.591910656	3	6	2	4	n/a	n/a	n/a
89470.50916	1.591909533	3	7	2	2	n/a	n/a	n/a
89472.1094	1.591910978	3	8	2	23	n/a	n/a	n/a
89473.70965	1.591907256	3	9	2	6	n/a	n/a	n/a
89475.30989	1.591909256	3	10	2	12	n/a	n/a	n/a
89476.91014	1.591908722	3	11	2	14	n/a	n/a	n/a
89478.51038	1.591908278	3	12	2	24	n/a	n/a	n/a
89480.11063	1.591911867	3	13	2	10	n/a	n/a	n/a
89481.71088	1.5919066	3	14	2	11	n/a	n/a	n/a
89483.31109	1.591946467	3	15	2	17	n/a	n/a	n/a
89484.91134	1.591940722	3	16	2	4	n/a	n/a	n/a
89486.5116	1.591925756	3	17	2	18	n/a	n/a	n/a
89488.11186	1.591913956	3	18	2	23	n/a	n/a	n/a
89489.7121	1.591915367	3	19	2	11	n/a	n/a	n/a
89491.31235	1.5919083	3	20	2	8	n/a	n/a	n/a
89492.91259	1.591912756	3	21	2	3	n/a	n/a	n/a
89494.51284	1.591912178	3	22	2	15	n/a	n/a	n/a
89496.11308	1.591911844	3	23	2	2	n/a	n/a	n/a
89497.71333	1.591905778	3	24	2	9	n/a	n/a	n/a
89499.31357	1.591875844	3	25	2	17	n/a	n/a	n/a
89500.91382	1.591889811	3	26	2	1	n/a	n/a	n/a
89502.51407	1.591904789	3	27	2	20	n/a	n/a	n/a
89504.11431	1.591907011	3	28	2	19	n/a	n/a	n/a
89505.71455	1.591910933	3	29	2	14	n/a	n/a	n/a
89507.3148	1.591905356	3	30	2	13	n/a	n/a	n/a
89508.91504	1.591914333	3	31	2	22	n/a	n/a	n/a
89510.51529	1.591910078	3	32	2	6	n/a	n/a	n/a
89512.11554	1.591909833	3	33	2	25	n/a	n/a	n/a
89513.71578	1.591905511	3	34	2	12	n/a	n/a	n/a
89515.31603	1.591905633	3	35	2	9	n/a	n/a	n/a
89516.91627	1.591904644	3	36	2	15	n/a	n/a	n/a
89518.51651	1.591916122	3	37	2	18	n/a	n/a	n/a
89520.11676	1.591915422	3	38	2	5	n/a	n/a	n/a
