onset,duration,run_number,trial_number,task,fixation_location,pursuit_amplitude,pursuit_angle,image_id,trial_onset,trial_offset,check_fix_onset,iti_onset,iti_offset,fixation_onset,fixation_offset,pursuit_onset,pursuit_offset,freeview_onset,freeview_offset,iti_duration,fixation_duration,pursuit_duration,freeview_duration
181834.8279,6.0015439,2,1,1,13.0,,,,7718573.0,7724590.0,0.0,7718588.0,7724590.0,0.0,0.0,0.0,0.0,0.0,0.0,6002.0,0.0,0.0,0.0
181840.8378,1.1920685,2,2,2,11.0,,,,7724591.0,7725791.0,0.0,0.0,0.0,7724597.0,7725790.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
181842.0382,1.1921156,2,3,2,19.0,,,,7725791.0,7726991.0,0.0,0.0,0.0,7725797.0,7726990.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
181843.2386,1.1920658,2,4,2,2.0,,,,7726991.0,7728191.0,0.0,0.0,0.0,7726997.0,7728191.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
181844.439,1.1920651,2,5,2,16.0,,,,7728194.0,7729393.0,0.0,0.0,0.0,7728198.0,7729391.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
181845.6394,1.1920638,2,6,2,12.0,,,,7729394.0,7730593.0,0.0,0.0,0.0,7729399.0,7730592.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
181846.8398,1.1920719,2,7,2,17.0,,,,7730593.0,7731793.0,0.0,0.0,0.0,7730599.0,7731792.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
181848.0402,1.1920629,2,8,2,4.0,,,,7731793.0,7732993.0,0.0,0.0,0.0,7731799.0,7732992.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
181849.2406,1.1920358,2,9,2,25.0,,,,7732993.0,7734193.0,0.0,0.0,0.0,7732999.0,7734193.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
181850.441,1.1920747,2,10,2,13.0,,,,7734193.0,7735393.0,0.0,0.0,0.0,7734200.0,7735393.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
181851.6414,1.1921794,2,11,2,5.0,,,,7735393.0,7736594.0,0.0,0.0,0.0,7735400.0,7736594.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
181852.8418,1.1920641,2,12,2,8.0,,,,7736594.0,7737794.0,0.0,0.0,0.0,7736601.0,7737794.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
181854.0422,1.1920638,2,13,2,7.0,,,,7737794.0,7738995.0,0.0,0.0,0.0,7737801.0,7738995.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
181855.2426,1.1920711,2,14,2,24.0,,,,7738995.0,7740195.0,0.0,0.0,0.0,7739001.0,7740195.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
181856.443,1.1920757,2,15,2,18.0,,,,7740195.0,7741395.0,0.0,0.0,0.0,7740202.0,7741395.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
181857.6437,1.1918102,2,16,2,11.0,,,,7741395.0,7742596.0,0.0,0.0,0.0,7741402.0,7742596.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
181858.8437,1.1921303,2,17,2,13.0,,,,7742596.0,7743796.0,0.0,0.0,0.0,7742603.0,7743796.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
181860.0442,1.1920721,2,18,2,21.0,,,,7743796.0,7744996.0,0.0,0.0,0.0,7743803.0,7744996.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
181861.2446,1.1920639,2,19,2,14.0,,,,7744996.0,7746197.0,0.0,0.0,0.0,7745003.0,7746197.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
181862.445,1.1920689,2,20,2,23.0,,,,7746197.0,7747397.0,0.0,0.0,0.0,7746204.0,7747397.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
181863.6454,1.1920633,2,21,2,24.0,,,,7747398.0,7748598.0,0.0,0.0,0.0,7747404.0,7748598.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
181864.8458,1.1921023,2,22,2,15.0,,,,7748598.0,7749798.0,0.0,0.0,0.0,7748605.0,7749798.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
181866.0462,1.1919955,2,23,2,8.0,,,,7749798.0,7750999.0,0.0,0.0,0.0,7749805.0,7750998.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
181867.2466,1.1920284,2,24,2,7.0,,,,7750999.0,7752199.0,0.0,0.0,0.0,7751006.0,7752199.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
181868.447,1.1920613,2,25,2,5.0,,,,7752199.0,7753399.0,0.0,0.0,0.0,7752206.0,7753399.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
181869.6474,1.192111,2,26,2,20.0,,,,7753399.0,7754600.0,0.0,0.0,0.0,7753406.0,7754600.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
181870.8479,1.1919633,2,27,2,14.0,,,,7754600.0,7755800.0,0.0,0.0,0.0,7754607.0,7755800.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
181872.0482,1.1921104,2,28,2,10.0,,,,7755801.0,7757001.0,0.0,0.0,0.0,7755807.0,7757000.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
181873.2486,1.1920591,2,29,2,12.0,,,,7757001.0,7758201.0,0.0,0.0,0.0,7757008.0,7758201.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
181874.449,1.1920677,2,30,2,9.0,,,,7758201.0,7759402.0,0.0,0.0,0.0,7758208.0,7759401.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
181875.6494,1.1920839,2,31,2,10.0,,,,7759402.0,7760602.0,0.0,0.0,0.0,7759408.0,7760602.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
181876.8498,1.1920773,2,32,2,3.0,,,,7760602.0,7761802.0,0.0,0.0,0.0,7760609.0,7761802.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
181878.0502,1.1920486,2,33,2,20.0,,,,7761803.0,7763003.0,0.0,0.0,0.0,7761809.0,7763003.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
181879.2506,1.1920604,2,34,2,1.0,,,,7763003.0,7764203.0,0.0,0.0,0.0,7763010.0,7764203.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
181880.451,1.1920558,2,35,2,16.0,,,,7764203.0,7765404.0,0.0,0.0,0.0,7764210.0,7765404.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
181881.6514,1.1920862,2,36,2,4.0,,,,7765404.0,7766604.0,0.0,0.0,0.0,7765410.0,7766604.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
181882.8518,1.1920582,2,37,2,25.0,,,,7766604.0,7767805.0,0.0,0.0,0.0,7766611.0,7767804.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
181884.0522,1.192068,2,38,2,6.0,,,,7767805.0,7769005.0,0.0,0.0,0.0,7767811.0,7769005.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
181885.2526,1.1920677,2,39,2,22.0,,,,7769005.0,7770205.0,0.0,0.0,0.0,7769012.0,7770205.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
181886.453,1.1920919,2,40,2,15.0,,,,7770205.0,7771406.0,0.0,0.0,0.0,7770212.0,7771406.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
181887.6534,1.1920499,2,41,2,3.0,,,,7771406.0,7772606.0,0.0,0.0,0.0,7771412.0,7772606.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
181888.8538,1.1920525,2,42,2,6.0,,,,7772606.0,7773806.0,0.0,0.0,0.0,7772613.0,7773806.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
181890.0542,1.1919784,2,43,2,1.0,,,,7773806.0,7775007.0,0.0,0.0,0.0,7773813.0,7775007.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
181891.2546,1.1920694,2,44,2,2.0,,,,7775007.0,7776207.0,0.0,0.0,0.0,7775014.0,7776207.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
181892.455,1.1920565,2,45,2,22.0,,,,7776207.0,7777408.0,0.0,0.0,0.0,7776214.0,7777408.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
181893.6554,1.192069,2,46,2,17.0,,,,7777408.0,7778608.0,0.0,0.0,0.0,7777414.0,7778608.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
181894.8558,1.1920684,2,47,2,19.0,,,,7778608.0,7779808.0,0.0,0.0,0.0,7778615.0,7779808.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
181896.0562,1.1920635,2,48,2,18.0,,,,7779808.0,7781009.0,0.0,0.0,0.0,7779815.0,7781009.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
181897.2566,1.1920396,2,49,2,21.0,,,,7781009.0,7782209.0,0.0,0.0,0.0,7781016.0,7782209.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
181898.457,1.1920765,2,50,2,9.0,,,,7782209.0,7783410.0,0.0,0.0,0.0,7782216.0,7783410.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
181899.6574,1.1921054,2,51,2,23.0,,,,7783410.0,7784610.0,0.0,0.0,0.0,7783417.0,7784610.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
181900.8578,5.993623,2,52,1,13.0,,,,7784611.0,7790612.0,0.0,7784617.0,7790612.0,0.0,0.0,0.0,0.0,0.0,0.0,5995.0,0.0,0.0,0.0
181906.8598,1.1920219,2,53,3,,1.0,16.0,,7790614.0,7791813.0,0.0,0.0,0.0,0.0,0.0,7790619.0,7791812.0,0.0,0.0,0.0,0.0,1193.0,0.0
