onset,duration,run_number,trial_number,task,fixation_location,pursuit_amplitude,pursuit_angle,image_id,trial_onset,trial_offset,check_fix_onset,iti_onset,iti_offset,fixation_onset,fixation_offset,pursuit_onset,pursuit_offset,freeview_onset,freeview_offset,iti_duration,fixation_duration,pursuit_duration,freeview_duration
4001.672818,5.9990429,2,1,1,13.0,,,,3991470.0,3997478.0,0.0,3991477.0,3997477.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0
4007.688578,1.1914314,2,2,2,15.0,,,,3997479.0,3998686.0,0.0,0.0,0.0,3997494.0,3998685.0,0.0,0.0,0.0,0.0,0.0,1191.0,0.0,0.0
4008.888371,1.1915245,2,3,2,12.0,,,,3998686.0,3999885.0,0.0,0.0,0.0,3998692.0,3999885.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
4010.088268,1.1913837,2,4,2,6.0,,,,3999885.0,4001086.0,0.0,0.0,0.0,3999892.0,4001085.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
4011.296474,1.1913707,2,5,2,16.0,,,,4001091.0,4002293.0,0.0,0.0,0.0,4001102.0,4002292.0,0.0,0.0,0.0,0.0,0.0,1190.0,0.0,0.0
4012.496176,1.1916263,2,6,2,3.0,,,,4002295.0,4003495.0,0.0,0.0,0.0,4002300.0,4003494.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
4013.696135,1.1913584,2,7,2,7.0,,,,4003495.0,4004693.0,0.0,0.0,0.0,4003500.0,4004692.0,0.0,0.0,0.0,0.0,0.0,1192.0,0.0,0.0
4014.895963,1.1913833,2,8,2,10.0,,,,4004693.0,4005893.0,0.0,0.0,0.0,4004700.0,4005893.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
4016.09568,1.1914937,2,9,2,4.0,,,,4005893.0,4007092.0,0.0,0.0,0.0,4005899.0,4007092.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
4017.295666,1.1913407,2,10,2,5.0,,,,4007093.0,4008292.0,0.0,0.0,0.0,4007099.0,4008292.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
4018.495341,1.1914674,2,11,2,9.0,,,,4008292.0,4009492.0,0.0,0.0,0.0,4008299.0,4009492.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
4019.695315,1.1913338,2,12,2,3.0,,,,4009493.0,4010691.0,0.0,0.0,0.0,4009499.0,4010691.0,0.0,0.0,0.0,0.0,0.0,1192.0,0.0,0.0
4020.894986,1.1915184,2,13,2,2.0,,,,4010692.0,4011892.0,0.0,0.0,0.0,4010698.0,4011892.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
4022.094834,1.1914777,2,14,2,18.0,,,,4011892.0,4013092.0,0.0,0.0,0.0,4011898.0,4013091.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
4023.294846,1.1913123,2,15,2,25.0,,,,4013092.0,4014291.0,0.0,0.0,0.0,4013098.0,4014291.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
4024.494489,1.1914854,2,16,2,19.0,,,,4014291.0,4015491.0,0.0,0.0,0.0,4014298.0,4015491.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
4025.694304,1.1914877,2,17,2,20.0,,,,4015492.0,4016690.0,0.0,0.0,0.0,4015498.0,4016690.0,0.0,0.0,0.0,0.0,0.0,1192.0,0.0,0.0
4026.894125,1.1914856,2,18,2,11.0,,,,4016691.0,4017891.0,0.0,0.0,0.0,4016697.0,4017891.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
4028.093968,1.1915958,2,19,2,10.0,,,,4017891.0,4019090.0,0.0,0.0,0.0,4017897.0,4019090.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
4029.293797,1.1914955,2,20,2,13.0,,,,4019090.0,4020290.0,0.0,0.0,0.0,4019097.0,4020290.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
4030.493836,1.1913019,2,21,2,8.0,,,,4020290.0,4021490.0,0.0,0.0,0.0,4020297.0,4021490.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
4031.693459,1.191484,2,22,2,1.0,,,,4021490.0,4022690.0,0.0,0.0,0.0,4021497.0,4022690.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
4032.893422,1.1913532,2,23,2,12.0,,,,4022690.0,4023890.0,0.0,0.0,0.0,4022697.0,4023890.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
4034.093126,1.191629,2,24,2,24.0,,,,4023890.0,4025090.0,0.0,0.0,0.0,4023896.0,4025089.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
4035.292946,1.1914964,2,25,2,21.0,,,,4025090.0,4026289.0,0.0,0.0,0.0,4025096.0,4026289.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
4036.492759,1.1915286,2,26,2,24.0,,,,4026289.0,4027489.0,0.0,0.0,0.0,4026296.0,4027489.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
4037.692604,1.1915089,2,27,2,23.0,,,,4027490.0,4028689.0,0.0,0.0,0.0,4027496.0,4028689.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
4038.892448,1.1914824,2,28,2,2.0,,,,4028689.0,4029889.0,0.0,0.0,0.0,4028696.0,4029889.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
4040.09226,1.1914884,2,29,2,15.0,,,,4029889.0,4031089.0,0.0,0.0,0.0,4029895.0,4031089.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
4041.292092,1.1915402,2,30,2,21.0,,,,4031089.0,4032288.0,0.0,0.0,0.0,4031095.0,4032288.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
4042.491937,1.1914517,2,31,2,20.0,,,,4032288.0,4033489.0,0.0,0.0,0.0,4032295.0,4033488.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
4043.69189,1.1913591,2,32,2,9.0,,,,4033489.0,4034688.0,0.0,0.0,0.0,4033495.0,4034688.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
4044.891584,1.1914717,2,33,2,17.0,,,,4034688.0,4035888.0,0.0,0.0,0.0,4034695.0,4035888.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
4046.091396,1.1915013,2,34,2,25.0,,,,4035888.0,4037088.0,0.0,0.0,0.0,4035895.0,4037088.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
